antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,total_items,coverage
"frozenset({'num_children_(5.0, 16.0]', 'standard_of_living_index_3'})","frozenset({'age_children_interaction_(168.0, 768.0]'})",0.04981549815498155,0.2333948339483395,0.048892988929889296,0.9814814814814814,4.205240813936466,0.03726630900995356,41.39667896678949,0.8021615680527568,3,0.04981549815498155
"frozenset({'wife_age_(26.0, 32.0]', 'num_children_(3.0, 5.0]'})","frozenset({'age_children_interaction_(90.0, 168.0]'})",0.06734317343173432,0.2481549815498155,0.06734317343173432,1.0,4.029739776951673,0.050631629471276265,inf,0.8061325420375866,3,0.06734317343173432
"frozenset({'num_children_(2.0, 3.0]', 'wife_age_(32.0, 39.0]'})","frozenset({'age_children_interaction_(90.0, 168.0]'})",0.05350553505535055,0.2481549815498155,0.05350553505535055,1.0,4.029739776951673,0.04022786999087703,inf,0.794346978557505,3,0.05350553505535055
"frozenset({'wife_age_(39.0, 49.0]', 'num_children_(2.0, 3.0]'})","frozenset({'age_children_interaction_(90.0, 168.0]'})",0.03228782287822878,0.2481549815498155,0.03228782287822878,1.0,4.029739776951673,0.02427543878759821,inf,0.7769304099142039,3,0.03228782287822878
"frozenset({'wife_age_(39.0, 49.0]', 'age_children_interaction_(168.0, 768.0]'})","frozenset({'num_children_(5.0, 16.0]'})",0.14575645756457564,0.15313653136531366,0.08671586715867159,0.5949367088607596,3.8850083879823094,0.06439522882313695,2.090694188191882,0.8693074766784615,3,0.14575645756457564
"frozenset({'num_children_(5.0, 16.0]'})","frozenset({'wife_age_(39.0, 49.0]', 'age_children_interaction_(168.0, 768.0]'})",0.15313653136531366,0.14575645756457564,0.08671586715867159,0.5662650602409639,3.8850083879823094,0.06439522882313695,1.9695059450594508,0.876883140963241,3,0.15313653136531366
"frozenset({'standard_of_living_index_4', 'age_children_interaction_(168.0, 768.0]'})","frozenset({'num_children_(5.0, 16.0]'})",0.12269372693726938,0.15313653136531366,0.07011070110701106,0.5714285714285714,3.731497418244406,0.05132180934355468,1.9760147601476012,0.8343848580441641,3,0.12269372693726938
"frozenset({'num_children_(5.0, 16.0]'})","frozenset({'standard_of_living_index_4', 'age_children_interaction_(168.0, 768.0]'})",0.15313653136531366,0.12269372693726938,0.07011070110701106,0.45783132530120474,3.7314974182444054,0.05132180934355468,1.6181426814268138,0.8643790849673202,3,0.15313653136531366
"frozenset({'wife_age_(26.0, 32.0]', 'age_children_interaction_(90.0, 168.0]'})","frozenset({'num_children_(3.0, 5.0]'})",0.08118081180811808,0.22509225092250923,0.06734317343173432,0.8295454545454546,3.6853576751117734,0.04907000177012841,4.546125461254613,0.7930351543158938,3,0.08118081180811808
"frozenset({'age_children_interaction_(168.0, 768.0]', 'husband_edu_4'})","frozenset({'num_children_(5.0, 16.0]'})",0.12269372693726938,0.15313653136531366,0.06734317343173432,0.5488721804511278,3.5842014675242324,0.04855428166827794,1.8772140221402214,0.8218313815306166,3,0.12269372693726938
"frozenset({'num_children_(5.0, 16.0]'})","frozenset({'age_children_interaction_(168.0, 768.0]', 'husband_edu_4'})",0.15313653136531366,0.12269372693726938,0.06734317343173432,0.43975903614457834,3.5842014675242324,0.04855428166827794,1.565944530413046,0.8513743396902139,3,0.15313653136531366
"frozenset({'wife_age_(39.0, 49.0]', 'age_children_interaction_(90.0, 168.0]'})","frozenset({'num_children_(2.0, 3.0]'})",0.052583025830258305,0.17804428044280443,0.03228782287822878,0.6140350877192983,3.4487773838741935,0.022925715880775042,2.1296125461254616,0.7494505494505495,3,0.052583025830258305
"frozenset({'wife_age_(39.0, 49.0]', 'num_children_(3.0, 5.0]'})","frozenset({'age_children_interaction_(168.0, 768.0]'})",0.07380073800738007,0.2333948339483395,0.05904059040590406,0.7999999999999999,3.427667984189723,0.04181587941340668,3.8330258302583013,0.764691235059761,3,0.07380073800738007
"frozenset({'husband_edu_3', 'age_children_interaction_(90.0, 168.0]'})","frozenset({'num_children_(3.0, 5.0]'})",0.048892988929889296,0.22509225092250923,0.03690036900369004,0.7547169811320755,3.3529229817506963,0.025894936071131927,3.15923928470054,0.737827352085354,3,0.048892988929889296
"frozenset({'num_children_(5.0, 16.0]', 'wife_edu_4'})","frozenset({'wife_age_(39.0, 49.0]'})",0.03228782287822878,0.238929889298893,0.025830258302583026,0.8,3.3482625482625483,0.01811573235658556,3.805350553505536,0.7247378455672068,3,0.03228782287822878
"frozenset({'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(168.0, 768.0]'})","frozenset({'wife_age_(39.0, 49.0]'})",0.06734317343173432,0.238929889298893,0.05350553505535055,0.7945205479452054,3.325329243137462,0.03741523808227012,3.7038745387453864,0.7497697738667758,3,0.06734317343173432
"frozenset({'wife_edu_4', 'age_children_interaction_(168.0, 768.0]'})","frozenset({'wife_age_(39.0, 49.0]'})",0.07564575645756458,0.238929889298893,0.05996309963099631,0.7926829268292682,3.3176381956869756,0.041889067414659385,3.671044063381809,0.7557500383847688,3,0.07564575645756458
"frozenset({'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(90.0, 168.0]'})","frozenset({'num_children_(2.0, 3.0]'})",0.11439114391143912,0.17804428044280443,0.06549815498154982,0.5725806451612903,3.215945178004345,0.04513146607480835,1.9230662117941932,0.7780516431924882,3,0.11439114391143912
"frozenset({'standard_of_living_index_3', 'age_children_interaction_(90.0, 168.0]'})","frozenset({'num_children_(3.0, 5.0]'})",0.05904059040590406,0.22509225092250923,0.042435424354243544,0.71875,3.1931352459016393,0.029145844963984695,2.7552275522755227,0.729923273657289,3,0.05904059040590406
"frozenset({'edu_interaction_(12.0, 16.0]', 'num_children_(2.0, 3.0]'})","frozenset({'age_children_interaction_(90.0, 168.0]'})",0.08302583025830258,0.2481549815498155,0.06549815498154982,0.7888888888888889,3.1790169351507642,0.04489488160564263,3.5613711400271892,0.7474990789809279,3,0.08302583025830258
"frozenset({'wife_edu_4', 'num_children_(2.0, 3.0]'})","frozenset({'age_children_interaction_(90.0, 168.0]'})",0.08579335793357934,0.2481549815498155,0.06734317343173432,0.7849462365591398,3.1631290722308827,0.04605312427663022,3.4960793357933575,0.7480336729192872,3,0.08579335793357934
"frozenset({'wife_edu_2', 'age_children_interaction_(90.0, 168.0]'})","frozenset({'num_children_(3.0, 5.0]'})",0.04797047970479705,0.22509225092250923,0.03413284132841329,0.7115384615384616,3.16109709962169,0.02333505807382797,2.6863468634686347,0.7181018227529855,3,0.04797047970479705
"frozenset({'age_children_interaction_(90.0, 168.0]', 'wife_edu_3'})","frozenset({'num_children_(3.0, 5.0]'})",0.061808118081180814,0.22509225092250923,0.043357933579335796,0.7014925373134329,3.116466846097382,0.029445405155158564,2.595940959409594,0.7238645159940584,3,0.061808118081180814
"frozenset({'wife_edu_4', 'age_children_interaction_(90.0, 168.0]'})","frozenset({'num_children_(2.0, 3.0]'})",0.12177121771217712,0.17804428044280443,0.06734317343173432,0.5530303030303031,3.106139111320459,0.04566250459552566,1.8389517793483023,0.7720732128467825,3,0.12177121771217712
"frozenset({'edu_interaction_(6.0, 12.0]', 'age_children_interaction_(90.0, 168.0]'})","frozenset({'num_children_(3.0, 5.0]'})",0.08302583025830258,0.22509225092250923,0.05719557195571956,0.6888888888888889,3.0604735883424405,0.03850710093816806,2.4907749077490773,0.7342117219445707,3,0.08302583025830258
"frozenset({'husband_occupation_3', 'age_children_interaction_(90.0, 168.0]'})","frozenset({'num_children_(3.0, 5.0]'})",0.08579335793357934,0.22509225092250923,0.05904059040590406,0.6881720430107526,3.057288912392032,0.03972917035443417,2.485048988420918,0.7360620585267407,3,0.08579335793357934
"frozenset({'wife_age_(32.0, 39.0]', 'age_children_interaction_(90.0, 168.0]'})","frozenset({'num_children_(2.0, 3.0]'})",0.09870848708487084,0.17804428044280443,0.05350553505535055,0.5420560747663551,3.0445014769260563,0.03593105349872687,1.7948828978085698,0.7450852362968977,3,0.09870848708487084
"frozenset({'age_children_interaction_(168.0, 768.0]', 'num_children_(3.0, 5.0]'})","frozenset({'wife_age_(39.0, 49.0]'})",0.08118081180811808,0.238929889298893,0.05904059040590406,0.7272727272727273,3.043875043875044,0.03964406802739614,2.790590405904059,0.7307981927710843,3,0.08118081180811808
"frozenset({'wife_age_(39.0, 49.0]', 'husband_edu_3'})","frozenset({'age_children_interaction_(168.0, 768.0]'})",0.05166051660516605,0.2333948339483395,0.035977859778597784,0.6964285714285714,2.983907396950875,0.02392056208384962,2.525287605817234,0.7010874987528685,3,0.05166051660516605
"frozenset({'standard_of_living_index_4', 'num_children_(2.0, 3.0]'})","frozenset({'age_children_interaction_(90.0, 168.0]'})",0.10608856088560886,0.2481549815498155,0.07841328413284133,0.7391304347826088,2.978503313399063,0.05208687926362659,2.882072570725708,0.7430947611242639,3,0.10608856088560886
"frozenset({'husband_occupation_3', 'num_children_(3.0, 5.0]'})","frozenset({'age_children_interaction_(90.0, 168.0]'})",0.08025830258302583,0.2481549815498155,0.05904059040590406,0.735632183908046,2.964406272700081,0.039124092809193774,2.843935504572437,0.720489593781344,3,0.08025830258302583
"frozenset({'age_children_interaction_(168.0, 768.0]', 'husband_edu_4'})","frozenset({'wife_age_(39.0, 49.0]'})",0.12269372693726938,0.238929889298893,0.08671586715867159,0.7067669172932332,2.958051499404883,0.057400668563881214,2.5954442236730064,0.7545137257534064,3,0.12269372693726938
