level_1,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,total_items,coverage,rule_set
12059,"frozenset({'edu_interaction_(12.0, 16.0]', 'husband_occupation_3'})",frozenset({'wife_edu_4'}),0.02127659574468085,0.05319148936170213,0.02127659574468085,1.0,18.8,0.020144861928474422,inf,0.9673913043478262,3,0.02127659574468085,"frozenset({'edu_interaction_(12.0, 16.0]', 'wife_edu_4', 'husband_occupation_3'})"
12060,"frozenset({'wife_edu_4', 'husband_occupation_3'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.02127659574468085,0.05319148936170213,0.02127659574468085,1.0,18.8,0.020144861928474422,inf,0.9673913043478262,3,0.02127659574468085,"frozenset({'edu_interaction_(12.0, 16.0]', 'wife_edu_4', 'husband_occupation_3'})"
12333,"frozenset({'wife_age_(26.0, 32.0]', 'edu_interaction_(12.0, 16.0]'})",frozenset({'wife_edu_4'}),0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'wife_age_(26.0, 32.0]', 'edu_interaction_(12.0, 16.0]', 'wife_edu_4'})"
12334,"frozenset({'wife_age_(26.0, 32.0]', 'wife_edu_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'wife_age_(26.0, 32.0]', 'edu_interaction_(12.0, 16.0]', 'wife_edu_4'})"
12685,"frozenset({'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(44.0, 90.0]'})",frozenset({'wife_edu_4'}),0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'edu_interaction_(12.0, 16.0]', 'wife_edu_4', 'age_children_interaction_(44.0, 90.0]'})"
12686,"frozenset({'wife_edu_4', 'age_children_interaction_(44.0, 90.0]'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'edu_interaction_(12.0, 16.0]', 'wife_edu_4', 'age_children_interaction_(44.0, 90.0]'})"
14105,"frozenset({'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(90.0, 168.0]'})",frozenset({'wife_edu_4'}),0.02127659574468085,0.05319148936170213,0.02127659574468085,1.0,18.8,0.020144861928474422,inf,0.9673913043478262,3,0.02127659574468085,"frozenset({'edu_interaction_(12.0, 16.0]', 'wife_edu_4', 'age_children_interaction_(90.0, 168.0]'})"
14106,"frozenset({'wife_edu_4', 'age_children_interaction_(90.0, 168.0]'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.02127659574468085,0.05319148936170213,0.02127659574468085,1.0,18.8,0.020144861928474422,inf,0.9673913043478262,3,0.02127659574468085,"frozenset({'edu_interaction_(12.0, 16.0]', 'wife_edu_4', 'age_children_interaction_(90.0, 168.0]'})"
14175,"frozenset({'wife_age_(39.0, 49.0]', 'edu_interaction_(12.0, 16.0]'})",frozenset({'wife_edu_4'}),0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'wife_age_(39.0, 49.0]', 'edu_interaction_(12.0, 16.0]', 'wife_edu_4'})"
14176,"frozenset({'wife_age_(39.0, 49.0]', 'wife_edu_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'wife_age_(39.0, 49.0]', 'edu_interaction_(12.0, 16.0]', 'wife_edu_4'})"
14542,"frozenset({'edu_interaction_(12.0, 16.0]', 'wife_age_(32.0, 39.0]'})",frozenset({'wife_edu_4'}),0.02127659574468085,0.05319148936170213,0.02127659574468085,1.0,18.8,0.020144861928474422,inf,0.9673913043478262,3,0.02127659574468085,"frozenset({'edu_interaction_(12.0, 16.0]', 'wife_edu_4', 'wife_age_(32.0, 39.0]'})"
14543,"frozenset({'wife_edu_4', 'wife_age_(32.0, 39.0]'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.02127659574468085,0.05319148936170213,0.02127659574468085,1.0,18.8,0.020144861928474422,inf,0.9673913043478262,3,0.02127659574468085,"frozenset({'edu_interaction_(12.0, 16.0]', 'wife_edu_4', 'wife_age_(32.0, 39.0]'})"
14561,"frozenset({'standard_of_living_index_3', 'num_children_(2.0, 3.0]'})",frozenset({'wife_edu_4'}),0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'standard_of_living_index_3', 'wife_edu_4', 'num_children_(2.0, 3.0]'})"
14563,"frozenset({'standard_of_living_index_3', 'edu_interaction_(12.0, 16.0]'})",frozenset({'wife_edu_4'}),0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'standard_of_living_index_3', 'edu_interaction_(12.0, 16.0]', 'wife_edu_4'})"
14564,"frozenset({'standard_of_living_index_3', 'wife_edu_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'standard_of_living_index_3', 'edu_interaction_(12.0, 16.0]', 'wife_edu_4'})"
16013,"frozenset({'num_children_(5.0, 16.0]', 'edu_interaction_(12.0, 16.0]'})",frozenset({'wife_edu_4'}),0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'num_children_(5.0, 16.0]', 'edu_interaction_(12.0, 16.0]', 'wife_edu_4'})"
16014,"frozenset({'num_children_(5.0, 16.0]', 'wife_edu_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'num_children_(5.0, 16.0]', 'edu_interaction_(12.0, 16.0]', 'wife_edu_4'})"
16043,"frozenset({'edu_interaction_(12.0, 16.0]', 'standard_of_living_index_2'})",frozenset({'wife_edu_4'}),0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'edu_interaction_(12.0, 16.0]', 'standard_of_living_index_2', 'wife_edu_4'})"
16044,"frozenset({'standard_of_living_index_2', 'wife_edu_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'standard_of_living_index_2', 'wife_edu_4', 'edu_interaction_(12.0, 16.0]'})"
16179,"frozenset({'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(168.0, 768.0]'})",frozenset({'wife_edu_4'}),0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(168.0, 768.0]', 'wife_edu_4'})"
16180,"frozenset({'wife_edu_4', 'age_children_interaction_(168.0, 768.0]'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'wife_edu_4', 'age_children_interaction_(168.0, 768.0]', 'edu_interaction_(12.0, 16.0]'})"
16658,"frozenset({'husband_occupation_2', 'edu_interaction_(12.0, 16.0]'})",frozenset({'wife_edu_4'}),0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'husband_occupation_2', 'edu_interaction_(12.0, 16.0]', 'wife_edu_4'})"
16659,"frozenset({'husband_occupation_2', 'wife_edu_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.010638297872340425,0.05319148936170213,0.010638297872340425,1.0,18.8,0.010072430964237211,inf,0.9569892473118279,3,0.010638297872340425,"frozenset({'husband_occupation_2', 'edu_interaction_(12.0, 16.0]', 'wife_edu_4'})"
