Cluster,Rule,Rule Coverage,Cluster Mean Coverage,Coverage Difference from Mean,Abs Coverage Difference
4,"frozenset({'husband_occupation_3', 'standard_of_living_index_2'})",0.16176470588235295,0.125,0.03676470588235295,0.03676470588235295
1,"frozenset({'standard_of_living_index_3', 'husband_occupation_3', 'age_children_interaction_(164.0, 768.0]'})",0.19801980198019803,0.16651665166516655,0.03150315031503148,0.03150315031503148
1,"frozenset({'age_children_interaction_(42.0, 87.0]', 'standard_of_living_index_4'})",0.19801980198019803,0.16651665166516655,0.03150315031503148,0.03150315031503148
1,"frozenset({'standard_of_living_index_3', 'husband_occupation_3', 'age_children_interaction_(164.0, 768.0]'})",0.19801980198019803,0.16651665166516655,0.03150315031503148,0.03150315031503148
4,"frozenset({'standard_of_living_index_4', 'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(87.0, 164.0]'})",0.09926470588235294,0.125,-0.025735294117647065,0.025735294117647065
1,"frozenset({'edu_interaction_(6.0, 12.0]', 'age_children_interaction_(87.0, 164.0]'})",0.1485148514851485,0.16651665166516655,-0.01800180018001804,0.01800180018001804
1,"frozenset({'edu_interaction_(6.0, 12.0]', 'standard_of_living_index_4'})",0.1485148514851485,0.16651665166516655,-0.01800180018001804,0.01800180018001804
4,"frozenset({'standard_of_living_index_3', 'age_children_interaction_(42.0, 87.0]', 'edu_interaction_(12.0, 16.0]'})",0.11029411764705882,0.125,-0.01470588235294118,0.01470588235294118
-1,"frozenset({'standard_of_living_index_3', 'husband_occupation_3', 'age_children_interaction_(87.0, 164.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'standard_of_living_index_3', 'husband_occupation_3', 'edu_interaction_(12.0, 16.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'standard_of_living_index_3', 'husband_occupation_2', 'age_children_interaction_(87.0, 164.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'standard_of_living_index_3', 'edu_interaction_(6.0, 12.0]', 'age_children_interaction_(164.0, 768.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'standard_of_living_index_3', 'husband_occupation_2', 'age_children_interaction_(164.0, 768.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'husband_occupation_3', 'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(87.0, 164.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'age_children_interaction_(164.0, 768.0]', 'edu_interaction_(12.0, 16.0]', 'standard_of_living_index_4'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'standard_of_living_index_2', 'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(164.0, 768.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'standard_of_living_index_3', 'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(87.0, 164.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'standard_of_living_index_3', 'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(87.0, 164.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'husband_occupation_3', 'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(87.0, 164.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'standard_of_living_index_3', 'husband_occupation_3', 'edu_interaction_(12.0, 16.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'husband_occupation_2', 'age_children_interaction_(164.0, 768.0]', 'standard_of_living_index_4'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'standard_of_living_index_3', 'husband_occupation_3', 'edu_interaction_(12.0, 16.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'husband_occupation_3', 'age_children_interaction_(164.0, 768.0]', 'standard_of_living_index_2'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'edu_interaction_(6.0, 12.0]', 'age_children_interaction_(87.0, 164.0]', 'standard_of_living_index_4'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'edu_interaction_(6.0, 12.0]', 'husband_occupation_3', 'age_children_interaction_(164.0, 768.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'husband_occupation_2', 'standard_of_living_index_2', 'age_children_interaction_(164.0, 768.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'standard_of_living_index_4', 'husband_occupation_3', 'age_children_interaction_(87.0, 164.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'edu_interaction_(6.0, 12.0]', 'husband_occupation_2', 'age_children_interaction_(87.0, 164.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'standard_of_living_index_4', 'edu_interaction_(6.0, 12.0]', 'age_children_interaction_(87.0, 164.0]'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'edu_interaction_(6.0, 12.0]', 'husband_occupation_3', 'standard_of_living_index_4'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'edu_interaction_(6.0, 12.0]', 'husband_occupation_3', 'standard_of_living_index_4'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
-1,"frozenset({'husband_occupation_3', 'age_children_interaction_(87.0, 164.0]', 'standard_of_living_index_4'})",0.08333333333333333,0.09770114942528738,-0.014367816091954047,0.014367816091954047
1,"frozenset({'husband_occupation_2', 'age_children_interaction_(164.0, 768.0]', 'standard_of_living_index_2'})",0.1782178217821782,0.16651665166516655,0.011701170117011661,0.011701170117011661
4,"frozenset({'standard_of_living_index_4', 'edu_interaction_(12.0, 16.0]', 'age_children_interaction_(87.0, 164.0]'})",0.13602941176470587,0.125,0.011029411764705871,0.011029411764705871
1,"frozenset({'husband_occupation_2', 'age_children_interaction_(164.0, 768.0]', 'standard_of_living_index_2'})",0.15841584158415842,0.16651665166516655,-0.00810081008100813,0.00810081008100813
2,"frozenset({'edu_interaction_(6.0, 12.0]', 'husband_occupation_3', 'standard_of_living_index_4'})",0.15566037735849056,0.16037735849056603,-0.004716981132075471,0.004716981132075471
2,"frozenset({'edu_interaction_(6.0, 12.0]', 'husband_occupation_3', 'standard_of_living_index_4'})",0.1650943396226415,0.16037735849056603,0.004716981132075471,0.004716981132075471
1,"frozenset({'edu_interaction_(6.0, 12.0]', 'standard_of_living_index_4'})",0.16831683168316833,0.16651665166516655,0.001800180018001779,0.001800180018001779
1,"frozenset({'age_children_interaction_(42.0, 87.0]', 'standard_of_living_index_4'})",0.16831683168316833,0.16651665166516655,0.001800180018001779,0.001800180018001779
