antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,total_items,coverage
"frozenset({'husband_occupation_3', 'age_children_interaction_(87.0, 164.0]'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.08904109589041095,0.3904109589041096,0.04452054794520548,0.5,1.280701754385965,0.009757928316757362,1.2191780821917808,0.24060150375939843,3,0.08904109589041095
"frozenset({'husband_occupation_3', 'standard_of_living_index_3'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.15639269406392695,0.3904109589041096,0.0776255707762557,0.4963503649635036,1.271353566397746,0.016568149121160933,1.2103434584077823,0.253004855528138,3,0.15639269406392695
"frozenset({'age_children_interaction_(164.0, 768.0]', 'standard_of_living_index_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.13013698630136986,0.3333333333333333,0.0547945205479452,0.42105263157894735,1.263157894736842,0.01141552511415525,1.1515151515151516,0.239501312335958,3,0.13013698630136986
"frozenset({'husband_occupation_3', 'age_children_interaction_(87.0, 164.0]'})",frozenset({'standard_of_living_index_3'}),0.08904109589041095,0.3287671232876712,0.0365296803652968,0.41025641025641024,1.2478632478632479,0.007255895415024707,1.138177486599166,0.2180451127819549,3,0.08904109589041095
"frozenset({'age_children_interaction_(87.0, 164.0]', 'edu_interaction_(6.0, 12.0]'})",frozenset({'husband_occupation_3'}),0.08561643835616438,0.4257990867579909,0.04452054794520548,0.52,1.2212332439678284,0.008065146681678861,1.1962519025875191,0.19811773744358008,3,0.08561643835616438
"frozenset({'husband_occupation_3', 'edu_interaction_(6.0, 12.0]'})",frozenset({'standard_of_living_index_3'}),0.19406392694063926,0.3287671232876712,0.0776255707762557,0.4,1.2166666666666668,0.01382373178207294,1.1187214611872147,0.22096317280453268,3,0.19406392694063926
"frozenset({'edu_interaction_(6.0, 12.0]', 'standard_of_living_index_3'})",frozenset({'husband_occupation_3'}),0.15182648401826485,0.4257990867579909,0.0776255707762557,0.5112781954887218,1.2007498639359793,0.012977992535601834,1.174903407095188,0.19711424273612527,3,0.15182648401826485
"frozenset({'husband_occupation_2', 'edu_interaction_(6.0, 12.0]'})",frozenset({'standard_of_living_index_3'}),0.10159817351598173,0.3287671232876712,0.03995433789954338,0.39325842696629215,1.1961610486891388,0.006552198661412399,1.1062912227295791,0.1825376656380469,3,0.10159817351598173
"frozenset({'age_children_interaction_(87.0, 164.0]', 'standard_of_living_index_3'})",frozenset({'husband_occupation_3'}),0.07191780821917808,0.4257990867579909,0.0365296803652968,0.5079365079365079,1.1929018256096002,0.005907143303934444,1.1669244365885991,0.1742389298892988,3,0.07191780821917808
"frozenset({'age_children_interaction_(42.0, 87.0]', 'standard_of_living_index_3'})",frozenset({'husband_occupation_3'}),0.09246575342465753,0.4257990867579909,0.04680365296803653,0.5061728395061729,1.1887598053817894,0.007431819603427786,1.1627568493150686,0.1749654855039117,3,0.09246575342465753
"frozenset({'husband_occupation_2', 'standard_of_living_index_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.09817351598173515,0.3333333333333333,0.03881278538812785,0.3953488372093023,1.186046511627907,0.0060882800608828,1.1025641025641026,0.17393894266567386,3,0.09817351598173515
"frozenset({'age_children_interaction_(42.0, 87.0]', 'edu_interaction_(6.0, 12.0]'})",frozenset({'husband_occupation_3'}),0.11757990867579908,0.4257990867579909,0.0593607305936073,0.5048543689320388,1.1856633436580857,0.009295312858364088,1.1596606679201362,0.1774554682057916,3,0.11757990867579908
frozenset({'standard_of_living_index_3'}),"frozenset({'edu_interaction_(6.0, 12.0]'})",0.3287671232876712,0.3904109589041096,0.15182648401826485,0.4618055555555556,1.1828703703703705,0.02347219615937951,1.1326557666813963,0.23032069970845492,2,0.3287671232876712
"frozenset({'edu_interaction_(6.0, 12.0]'})",frozenset({'standard_of_living_index_3'}),0.3904109589041096,0.3287671232876712,0.15182648401826485,0.3888888888888889,1.1828703703703705,0.02347219615937951,1.0983810709838107,0.25361155698234367,2,0.3904109589041096
"frozenset({'age_children_interaction_(87.0, 164.0]'})",frozenset({'standard_of_living_index_4'}),0.23059360730593606,0.4280821917808219,0.11643835616438356,0.504950495049505,1.1795643564356435,0.017725339338212298,1.1552739726027397,0.19785302845173677,2,0.23059360730593606
"frozenset({'age_children_interaction_(42.0, 87.0]'})",frozenset({'husband_occupation_3'}),0.2614155251141553,0.4257990867579909,0.1312785388127854,0.5021834061135371,1.1793905194516312,0.01996804695481745,1.1534386766001763,0.20594046099052477,2,0.2614155251141553
frozenset({'standard_of_living_index_2'}),"frozenset({'edu_interaction_(6.0, 12.0]'})",0.15182648401826485,0.3904109589041096,0.06963470319634703,0.45864661654135336,1.1747790528953963,0.010359979983736778,1.1260464231354643,0.17540762968029464,2,0.15182648401826485
"frozenset({'age_children_interaction_(164.0, 768.0]'})",frozenset({'standard_of_living_index_4'}),0.2591324200913242,0.4280821917808219,0.13013698630136986,0.5022026431718062,1.1731453744493392,0.0192070119472071,1.1488968359801188,0.1992133646906171,2,0.2591324200913242
"frozenset({'age_children_interaction_(164.0, 768.0]', 'edu_interaction_(6.0, 12.0]'})",frozenset({'standard_of_living_index_4'}),0.091324200913242,0.4280821917808219,0.045662100456621,0.5,1.168,0.006567836367048226,1.143835616438356,0.15829145728643215,3,0.091324200913242
"frozenset({'edu_interaction_(6.0, 12.0]'})",frozenset({'husband_occupation_3'}),0.3904109589041096,0.4257990867579909,0.19406392694063926,0.49707602339181284,1.1673957010488687,0.027827297178957877,1.1417250716788785,0.23522802379378696,2,0.3904109589041096
frozenset({'husband_occupation_3'}),"frozenset({'edu_interaction_(6.0, 12.0]'})",0.4257990867579909,0.3904109589041096,0.19406392694063926,0.4557640750670241,1.1673957010488687,0.027827297178957877,1.1200823267426951,0.24972517834171418,2,0.4257990867579909
"frozenset({'husband_occupation_3', 'standard_of_living_index_2'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.08789954337899543,0.3904109589041096,0.03995433789954338,0.45454545454545453,1.164274322169059,0.005637392881716392,1.1175799086757991,0.15469336670838543,3,0.08789954337899543
"frozenset({'age_children_interaction_(87.0, 164.0]'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.23059360730593606,0.3333333333333333,0.08904109589041095,0.38613861386138615,1.1584158415841586,0.0121765601217656,1.0860215053763442,0.17773719850871186,2,0.23059360730593606
"frozenset({'husband_occupation_3', 'age_children_interaction_(42.0, 87.0]'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.1312785388127854,0.3904109589041096,0.0593607305936073,0.4521739130434782,1.1581998474446986,0.008108150372177388,1.1127419004131331,0.15723238653593438,3,0.1312785388127854
"frozenset({'husband_occupation_3', 'standard_of_living_index_4'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.1312785388127854,0.3904109589041096,0.0593607305936073,0.4521739130434782,1.1581998474446986,0.008108150372177388,1.1127419004131331,0.15723238653593438,3,0.1312785388127854
"frozenset({'age_children_interaction_(42.0, 87.0]'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.2614155251141553,0.3904109589041096,0.11757990867579908,0.4497816593886462,1.1520723205393395,0.01552042284356038,1.1079038921504674,0.17871880674059498,2,0.2614155251141553
"frozenset({'husband_occupation_2', 'standard_of_living_index_3'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.09018264840182648,0.3904109589041096,0.03995433789954338,0.4430379746835443,1.1347990228736398,0.004746043660474132,1.094489414694894,0.13056103244309009,3,0.09018264840182648
