level_1,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,total_items,coverage
29,"frozenset({'husband_occupation_2', 'standard_of_living_index_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.09817351598173515,0.3333333333333333,0.03881278538812785,0.3953488372093023,1.186046511627907,0.0060882800608828,1.1025641025641026,0.17393894266567386,3,0.09817351598173515
37,"frozenset({'edu_interaction_(6.0, 12.0]', 'age_children_interaction_(164.0, 768.0]'})",frozenset({'standard_of_living_index_4'}),0.091324200913242,0.4280821917808219,0.045662100456621,0.5,1.168,0.006567836367048226,1.143835616438356,0.15829145728643215,3,0.091324200913242
38,"frozenset({'edu_interaction_(6.0, 12.0]', 'standard_of_living_index_4'})","frozenset({'age_children_interaction_(164.0, 768.0]'})",0.136986301369863,0.2591324200913242,0.045662100456621,0.3333333333333333,1.2863436123348018,0.01016450866328892,1.1113013698630136,0.25793650793650785,3,0.136986301369863
41,"frozenset({'age_children_interaction_(164.0, 768.0]', 'standard_of_living_index_4'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.13013698630136986,0.3333333333333333,0.0547945205479452,0.42105263157894735,1.263157894736842,0.01141552511415525,1.1515151515151516,0.239501312335958,3,0.13013698630136986
49,frozenset({'standard_of_living_index_2'}),"frozenset({'edu_interaction_(6.0, 12.0]'})",0.15182648401826485,0.3904109589041096,0.06963470319634703,0.45864661654135336,1.1747790528953963,0.010359979983736778,1.1260464231354643,0.17540762968029464,2,0.15182648401826485
51,"frozenset({'husband_occupation_3', 'standard_of_living_index_2'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.08789954337899543,0.3904109589041096,0.03995433789954338,0.45454545454545453,1.164274322169059,0.005637392881716392,1.1175799086757991,0.15469336670838543,3,0.08789954337899543
56,"frozenset({'age_children_interaction_(87.0, 164.0]'})",frozenset({'standard_of_living_index_4'}),0.23059360730593606,0.4280821917808219,0.11643835616438356,0.504950495049505,1.1795643564356435,0.017725339338212298,1.1552739726027397,0.19785302845173677,2,0.23059360730593606
58,"frozenset({'age_children_interaction_(87.0, 164.0]'})","frozenset({'edu_interaction_(12.0, 16.0]'})",0.23059360730593606,0.3333333333333333,0.08904109589041095,0.38613861386138615,1.1584158415841586,0.0121765601217656,1.0860215053763442,0.17773719850871186,2,0.23059360730593606
59,"frozenset({'edu_interaction_(6.0, 12.0]', 'age_children_interaction_(87.0, 164.0]'})",frozenset({'husband_occupation_3'}),0.08561643835616438,0.4257990867579909,0.04452054794520548,0.52,1.2212332439678284,0.008065146681678861,1.1962519025875191,0.19811773744358008,3,0.08561643835616438
60,"frozenset({'husband_occupation_3', 'age_children_interaction_(87.0, 164.0]'})","frozenset({'edu_interaction_(6.0, 12.0]'})",0.08904109589041095,0.3904109589041096,0.04452054794520548,0.5,1.280701754385965,0.009757928316757362,1.2191780821917808,0.24060150375939843,3,0.08904109589041095
61,"frozenset({'standard_of_living_index_3', 'age_children_interaction_(87.0, 164.0]'})",frozenset({'husband_occupation_3'}),0.07191780821917808,0.4257990867579909,0.0365296803652968,0.5079365079365079,1.1929018256096002,0.005907143303934444,1.1669244365885991,0.1742389298892988,3,0.07191780821917808
62,"frozenset({'husband_occupation_3', 'age_children_interaction_(87.0, 164.0]'})",frozenset({'standard_of_living_index_3'}),0.08904109589041095,0.3287671232876712,0.0365296803652968,0.41025641025641024,1.2478632478632479,0.007255895415024707,1.138177486599166,0.2180451127819549,3,0.08904109589041095
64,"frozenset({'edu_interaction_(12.0, 16.0]', 'standard_of_living_index_4'})","frozenset({'age_children_interaction_(87.0, 164.0]'})",0.2134703196347032,0.23059360730593606,0.0684931506849315,0.32085561497326204,1.3914332609731563,0.019268259627614102,1.1329054758566137,0.35766811804547655,3,0.2134703196347032
